Brand,Price,Processor Type,SSD Capacity,RAM,Graphics Card,Graphics Card Capacity,Operating System,Graphics Card Memory Type,Graphics Card Type,Garanti Tipi,Ram (Sistem Belle?i) Tipi,??lemci ?ekirdek Say?s?,??lemci Nesli,??lemci Modeli,??z?n?rl?k,Power Supply,Kullan?m Amac?,Graphics Card Memory,Base CPU Speed (GHz),Connections,Device Weight,Screen Size,Processor Frequency,Screen Refresh Rate,Panel Type,Origin,Max Expandable Memory
ACER,29405.27,Intel Core i3,1 TB,48 GB,AMD Radeon RX550,1 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,36391.21,Intel Core i5,4 TB,16 GB,NVIDIA GeForce GT1030,4 TB,Free DOS (No OS),GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,27706.31,Intel Core i3,2 TB,32 GB,Nvidia GeForce GT 730,2 TB,Windows,DDR3,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,36433.98,Intel Core i5,4 TB,16 GB,Dahili Ekran Kart?,4 TB,Windows,Dahili,Dahili,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,Payla??ml?,,USB,,,,,,,64 GB
ACER,28766.83,Intel Core i5,512 GB,40 GB,Nvidia GeForce GT 730,512 GB,Windows,DDR3,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,30502.44,Intel Core i5,1 TB,40 GB,AMD Radeon RX550,1 TB,Free DOS (No OS),GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,33545.23,Intel Core i5,4 TB,16 GB,Dahili Ekran Kart?,4 TB,Free DOS (No OS),Dahili,Dahili,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,Payla??ml?,,USB,,,,,,,64 GB
ACER,27138.24,Intel Core i3,2 TB,36 GB,AMD Radeon RX550,2 TB,Free DOS (No OS),GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,31257.87,Intel Core i5,2 TB,40 GB,Dahili Ekran Kart?,2 TB,Windows,Dahili,Dahili,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,Payla??ml?,,USB,,,,,,,64 GB
ACER,30064.41,Intel Core i5,1 TB,36 GB,Nvidia GeForce GT 730,1 TB,Windows,DDR3,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,25689.62,Intel Core i3,1 TB,40 GB,Dahili Ekran Kart?,1 TB,Windows,Dahili,Dahili,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,Payla??ml?,1.7,USB,,,,,,,64 GB
ACER,31114.58,Intel Core i5,1 TB,12 GB,AMD Radeon RX550,1 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,28144.62,Intel Core i3,2 TB,12 GB,NVIDIA GeForce GT1030,2 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,27497.09,Intel Core i5,1 TB,12 GB,AMD Radeon RX550,1 TB,Free DOS (No OS),GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,29816.11,Intel Core i5,2 TB,24 GB,Dahili Ekran Kart?,2 TB,Windows,Dahili,Dahili,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,Payla??ml?,,USB,,,,,,,64 GB
ACER,27598.28,Intel Core i5,1 TB,24 GB,Nvidia GeForce GT 730,1 TB,Free DOS (No OS),DDR3,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,30594.84,Intel Core i5,2 TB,8 GB,Dahili Ekran Kart?,2 TB,Windows,Dahili,Dahili,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,Payla??ml?,,USB,,,,,,,64 GB
ACER,31715.32,Intel Core i5,1 TB,16 GB,AMD Radeon RX550,1 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,24962.65,Intel Core i3,2 TB,48 GB,Dahili Ekran Kart?,2 TB,Free DOS (No OS),Dahili,Dahili,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,Payla??ml?,1.7,USB,,,,,,,64 GB
ACER,36638.11,Intel Core i3,4 TB,40 GB,AMD Radeon RX550,4 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,31818.56,Intel Core i5,2 TB,24 GB,Nvidia GeForce GT 730,2 TB,Windows,DDR3,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,27220.94,Intel Core i5,1 TB,24 GB,Dahili Ekran Kart?,1 TB,Windows,Dahili,Dahili,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,Payla??ml?,,USB,,,,,,,64 GB
ACER,31114.58,Intel Core i5,1 TB,8 GB,AMD Radeon RX550,1 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,25338.7,Intel Core i5,512 GB,12 GB,AMD Radeon RX550,512 GB,Free DOS (No OS),GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,36026.25,Intel Core i3,4 TB,40 GB,NVIDIA GeForce GT1030,4 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,34657.92,Intel Core i3,4 TB,40 GB,AMD Radeon RX550,4 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,28103.79,Intel Core i5,512 GB,8 GB,Nvidia GeForce GT 730,512 GB,Windows,DDR3,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,30064.41,Intel Core i5,1 TB,32 GB,Nvidia GeForce GT 730,1 TB,Windows,DDR3,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,28866.84,Intel Core i3,1 TB,64 GB,AMD Radeon RX550,1 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,28021.92,Intel Core i5,1 TB,12 GB,Nvidia GeForce GT 730,1 TB,Windows,DDR3,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,28206.14,Intel Core i5,256 GB,64 GB,Dahili Ekran Kart?,256 GB,Windows,Dahili,Dahili,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,Payla??ml?,,USB,,,,,,,64 GB
ACER,21966.4,Intel Core i3,1 TB,24 GB,Nvidia GeForce GT 730,1 TB,Free DOS (No OS),DDR3,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,25562.91,Intel Core i5,256 GB,32 GB,Dahili Ekran Kart?,256 GB,Windows,Dahili,Dahili,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,Payla??ml?,,USB,,,,,,,64 GB
ACER,31285.46,Intel Core i5,256 GB,8 GB,Nvidia GeForce GTX 1650,256 GB,Windows,GDDR6,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,20600.33,Intel Core i3,1 TB,12 GB,Nvidia GeForce GT 730,1 TB,Free DOS (No OS),DDR3,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,32944.71,Intel Core i3,4 TB,32 GB,Nvidia GeForce GT 730,4 TB,Windows,DDR3,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,24262.99,Intel Core i3,512 GB,12 GB,AMD Radeon RX550,512 GB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,22349.54,Intel Core i3,512 GB,24 GB,Dahili Ekran Kart?,512 GB,Windows,Dahili,Dahili,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,Payla??ml?,1.7,USB,,,,,,,64 GB
ACER,38538.77,Intel Core i5,4 TB,64 GB,Dahili Ekran Kart?,4 TB,Windows,Dahili,Dahili,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,Payla??ml?,,USB,,,,,,,64 GB
ACER,24781.84,Intel Core i3,1 TB,20 GB,AMD Radeon RX550,1 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,32922.46,Intel Core i3,4 TB,32 GB,Dahili Ekran Kart?,4 TB,Windows,Dahili,Dahili,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,Payla??ml?,1.7,USB,,,,,,,64 GB
ACER,21957.29,Intel Core i3,2 TB,20 GB,Dahili Ekran Kart?,2 TB,Free DOS (No OS),Dahili,Dahili,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,Payla??ml?,1.7,USB,,,,,,,64 GB
ACER,28756.48,Intel Core i3,2 TB,12 GB,AMD Radeon RX550,2 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,23046.39,Intel Core i3,1 TB,8 GB,Dahili Ekran Kart?,1 TB,Windows,Dahili,Dahili,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,Payla??ml?,1.7,USB,,,,,,,64 GB
ACER,38336.3,Intel Core i5,4 TB,8 GB,NVIDIA GeForce GT1030,4 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,24262.99,Intel Core i3,512 GB,8 GB,AMD Radeon RX550,512 GB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,32405.05,Intel Core i5,1 TB,16 GB,Nvidia GeForce GTX 1650,1 TB,Windows,GDDR6,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,33838.8,Intel Core i5,2 TB,48 GB,Dahili Ekran Kart?,2 TB,Windows,Dahili,Dahili,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,Payla??ml?,,USB,,,,,,,64 GB
ACER,27503.06,Intel Core i5,256 GB,8 GB,Nvidia GeForce GT 730,256 GB,Windows,DDR3,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,25500.61,Intel Core i5,256 GB,8 GB,Dahili Ekran Kart?,256 GB,Windows,Dahili,Dahili,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,Payla??ml?,,USB,,,,,,,64 GB
ACER,32770.11,Intel Core i5,2 TB,36 GB,AMD Radeon RX550,2 TB,Free DOS (No OS),GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,40092.25,Intel Core i5,4 TB,48 GB,AMD Radeon RX550,4 TB,Free DOS (No OS),GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,32014.69,Intel Core i3,4 TB,8 GB,AMD Radeon RX550,4 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,25704.75,Intel Core i3,256 GB,36 GB,AMD Radeon RX550,256 GB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,27644.01,Intel Core i3,2 TB,8 GB,Nvidia GeForce GT 730,2 TB,Windows,DDR3,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,32044.61,Intel Core i5,1 TB,32 GB,Nvidia GeForce GT 730,1 TB,Windows,DDR3,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,28818.78,Intel Core i3,2 TB,36 GB,AMD Radeon RX550,2 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,28021.92,Intel Core i5,1 TB,8 GB,Nvidia GeForce GT 730,1 TB,Windows,DDR3,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,22883.52,Intel Core i3,256 GB,24 GB,AMD Radeon RX550,256 GB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,24803.27,Intel Core i3,2 TB,20 GB,NVIDIA GeForce GT1030,2 TB,Free DOS (No OS),GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,24863.72,Intel Core i3,256 GB,24 GB,AMD Radeon RX550,256 GB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,33081.65,Intel Core i3,4 TB,40 GB,NVIDIA GeForce GT1030,4 TB,Free DOS (No OS),GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,37835.69,Intel Core i5,4 TB,8 GB,Nvidia GeForce GT 730,4 TB,Windows,DDR3,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,29817,Intel Core i5,512 GB,16 GB,AMD Radeon RX550,512 GB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,30190.14,Intel Core i3,4 TB,20 GB,Nvidia GeForce GT 730,4 TB,Free DOS (No OS),DDR3,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,26764.38,Intel Core i5,256 GB,48 GB,Dahili Ekran Kart?,256 GB,Windows,Dahili,Dahili,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,Payla??ml?,,USB,,,,,,,64 GB
ACER,28143.84,Intel Core i5,256 GB,40 GB,Dahili Ekran Kart?,256 GB,Windows,Dahili,Dahili,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,Payla??ml?,,USB,,,,,,,64 GB
ACER,24234.08,Intel Core i3,2 TB,16 GB,Nvidia GeForce GT 730,2 TB,Free DOS (No OS),DDR3,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,37557.57,Intel Core i5,4 TB,24 GB,NVIDIA GeForce GT1030,4 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,30186.34,Intel Core i5,256 GB,64 GB,Dahili Ekran Kart?,256 GB,Windows,Dahili,Dahili,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,Payla??ml?,,USB,,,,,,,64 GB
ACER,39537.77,Intel Core i5,4 TB,24 GB,NVIDIA GeForce GT1030,4 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,28614.64,Intel Core i5,2 TB,12 GB,Dahili Ekran Kart?,2 TB,Windows,Dahili,Dahili,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,Payla??ml?,,USB,,,,,,,64 GB
ACER,30747.02,Intel Core i5,512 GB,40 GB,Nvidia GeForce GT 730,512 GB,Windows,DDR3,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,30208.59,Intel Core i5,256 GB,64 GB,Nvidia GeForce GT 730,256 GB,Windows,DDR3,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,38144.33,Intel Core i5,4 TB,40 GB,Nvidia GeForce GT 730,4 TB,Free DOS (No OS),DDR3,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,33483.15,Intel Core i3,4 TB,20 GB,Nvidia GeForce GT 730,4 TB,Windows,DDR3,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,29735.12,Intel Core i5,1 TB,20 GB,AMD Radeon RX550,1 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,34385.25,Intel Core i5,1 TB,16 GB,Nvidia GeForce GTX 1650,1 TB,Windows,GDDR6,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,32830.35,Intel Core i3,2 TB,64 GB,NVIDIA GeForce GT1030,2 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,36956.84,Intel Core i5,4 TB,16 GB,NVIDIA GeForce GT1030,4 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,34595.62,Intel Core i3,4 TB,16 GB,AMD Radeon RX550,4 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,24351.46,Intel Core i3,256 GB,64 GB,AMD Radeon RX550,256 GB,Free DOS (No OS),GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,26977.98,Intel Core i5,256 GB,32 GB,AMD Radeon RX550,256 GB,Free DOS (No OS),GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,34310.49,Intel Core i5,2 TB,16 GB,AMD Radeon RX550,2 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,31258.76,Intel Core i5,512 GB,36 GB,AMD Radeon RX550,512 GB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,29237.56,Intel Core i5,1 TB,40 GB,Nvidia GeForce GT 730,1 TB,Free DOS (No OS),DDR3,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,40466.65,Intel Core i5,4 TB,64 GB,Nvidia GeForce GT 730,4 TB,Free DOS (No OS),DDR3,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,36626.99,Intel Core i3,4 TB,48 GB,NVIDIA GeForce GT1030,4 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,33453.15,Intel Core i5,2 TB,40 GB,AMD Radeon RX550,2 TB,Free DOS (No OS),GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,27138.24,Intel Core i3,2 TB,32 GB,AMD Radeon RX550,2 TB,Free DOS (No OS),GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,26762.04,Intel Core i3,1 TB,20 GB,AMD Radeon RX550,1 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,29123.72,Intel Core i5,1 TB,36 GB,NVIDIA GeForce GT1030,1 TB,Free DOS (No OS),GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,37568.7,Intel Core i5,4 TB,16 GB,AMD Radeon RX550,4 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,31402.83,Intel Core i3,4 TB,8 GB,NVIDIA GeForce GT1030,4 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,25255.31,Intel Core i3,256 GB,64 GB,Nvidia GeForce GT 730,256 GB,Windows,DDR3,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,29686.51,Intel Core i3,2 TB,36 GB,Nvidia GeForce GT 730,2 TB,Windows,DDR3,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,25498.96,Intel Core i3,2 TB,20 GB,AMD Radeon RX550,2 TB,Free DOS (No OS),GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,25522.86,Intel Core i5,256 GB,8 GB,Nvidia GeForce GT 730,256 GB,Windows,DDR3,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,32855.11,Intel Core i5,1 TB,32 GB,Nvidia GeForce GTX 1650,1 TB,Free DOS (No OS),GDDR6,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,28756.48,Intel Core i3,2 TB,8 GB,AMD Radeon RX550,2 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,24073.82,Intel Core i5,512 GB,12 GB,Nvidia GeForce GT 730,512 GB,Free DOS (No OS),DDR3,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,24181.11,Intel Core i3,1 TB,8 GB,AMD Radeon RX550,1 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,32316.05,Intel Core i5,1 TB,24 GB,AMD Radeon RX550,1 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,12+,12. Nesil,12400,,,Ofis - ??,4 GB ve alt?,,USB,,,,,,,64 GB
ACER,26161.31,Intel Core i3,1 TB,8 GB,AMD Radeon RX550,1 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,20764.26,Intel Core i3,512 GB,36 GB,Nvidia GeForce GT 730,512 GB,Free DOS (No OS),DDR3,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
ACER,21066.19,Intel Core i3,1 TB,8 GB,Dahili Ekran Kart?,1 TB,Windows,Dahili,Dahili,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,Payla??ml?,1.7,USB,,,,,,,64 GB
ACER,36088.55,Intel Core i3,4 TB,64 GB,NVIDIA GeForce GT1030,4 TB,Windows,GDDR5,Harici,ACER T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,,,,,,64 GB
